en	fr	score	tier	gold_en	gold_fr	src_tier
typed	tapantes	0.613	PASS	type	tapant	EXPANSION
typed	tapante	0.613	PASS	type	tapant	EXPANSION
type	tapas	0.647	PASS	type	tapa	EXPANSION
types	tapas	0.602	PASS	type	tapa	EXPANSION
typing	tapas	0.582	PASS	type	tapa	EXPANSION
typed	tapas	0.602	PASS	type	tapa	EXPANSION
types	tapaient	0.602	PASS	types	taper	EXPANSION
types	tapera	0.562	PASS	types	taper	EXPANSION
type	tapaient	0.647	PASS	types	taper	EXPANSION
type	tapera	0.602	PASS	types	taper	EXPANSION
typing	tapaient	0.613	PASS	types	taper	EXPANSION
typing	tapera	0.551	PASS	types	taper	EXPANSION
typed	tapaient	0.592	PASS	types	taper	EXPANSION
typed	tapera	0.572	PASS	types	taper	EXPANSION
typings	tape	0.590	PASS	typing	tape	EXPANSION
typings	taper	0.568	PASS	typing	tape	EXPANSION
typings	tapé	0.568	PASS	typing	tape	EXPANSION
typings	tapes	0.590	PASS	typing	tape	EXPANSION
typings	tapent	0.590	PASS	typing	tape	EXPANSION
typings	tapez	0.568	PASS	typing	tape	EXPANSION
typings	tapant	0.566	PASS	typing	tape	EXPANSION
typings	tapait	0.577	PASS	typing	tape	EXPANSION
typings	tapa	0.551	PASS	typing	tape	EXPANSION
typings	tapée	0.568	PASS	typing	tapé	EXPANSION
typings	tapés	0.568	PASS	typing	tapé	EXPANSION
typings	tapées	0.568	PASS	typing	tapé	EXPANSION
acme	amie	0.655	PASS	acme	amies	EXPANSION
al	al	0.637	PASS	al	als	EXPANSION
allowed	lad	0.647	PASS	allowed	lads	EXPANSION
anne	âne	0.637	PASS	anne	ânes	EXPANSION
antique	en tic	0.758	STRICT	antiques	en tic	EXPANSION
apex	épais ex	0.773	STRICT	apexes	épais ex	EXPANSION
applies	place	0.613	PASS	applies	places	EXPANSION
applies	placenta	0.527	PASS	applies	placent	EXPANSION
applies	placentas	0.527	PASS	applies	placent	EXPANSION
apply	placenta	0.512	PASS	applies	placent	EXPANSION
apply	placentas	0.512	PASS	applies	placent	EXPANSION
applied	placenta	0.527	PASS	applies	placent	EXPANSION
applied	placentas	0.527	PASS	applies	placent	EXPANSION
applying	placenta	0.501	PASS	applies	placent	EXPANSION
applying	placentas	0.501	PASS	applies	placent	EXPANSION
apply	plat	0.647	PASS	applied	plat	EXPANSION
approval	éprouve	0.671	PASS	approval	éprouver	EXPANSION
approval	éprouvée	0.653	PASS	approval	éprouver	EXPANSION
approval	éprouvées	0.653	PASS	approval	éprouver	EXPANSION
approval	éprouvés	0.653	PASS	approval	éprouver	EXPANSION
approval	éprouvons	0.666	PASS	approval	éprouver	EXPANSION
approval	éprouvaient	0.661	PASS	approval	éprouver	EXPANSION
approvals	éprouvée	0.620	PASS	approval	éprouver	EXPANSION
approvals	éprouvées	0.620	PASS	approval	éprouver	EXPANSION
approvals	éprouvés	0.620	PASS	approval	éprouver	EXPANSION
approvals	éprouvons	0.631	PASS	approval	éprouver	EXPANSION
approvals	éprouvaient	0.628	PASS	approval	éprouver	EXPANSION
approval	éprouvante	0.624	PASS	approval	éprouvant	EXPANSION
approval	éprouvantes	0.624	PASS	approval	éprouvant	EXPANSION
approval	éprouvants	0.653	PASS	approval	éprouvant	EXPANSION
approvals	éprouvante	0.613	PASS	approval	éprouvant	EXPANSION
approvals	éprouvantes	0.613	PASS	approval	éprouvant	EXPANSION
approvals	éprouvants	0.620	PASS	approval	éprouvant	EXPANSION
approve	éprouvée	0.696	PASS	approve	éprouver	EXPANSION
approve	éprouvées	0.696	PASS	approve	éprouver	EXPANSION
approve	éprouvés	0.696	PASS	approve	éprouver	EXPANSION
approve	éprouvons	0.696	PASS	approve	éprouver	EXPANSION
approve	éprouvaient	0.696	PASS	approve	éprouver	EXPANSION
approved	éprouvée	0.650	PASS	approve	éprouver	EXPANSION
approved	éprouvées	0.650	PASS	approve	éprouver	EXPANSION
approved	éprouvés	0.650	PASS	approve	éprouver	EXPANSION
approved	éprouvons	0.667	PASS	approve	éprouver	EXPANSION
approved	éprouvaient	0.650	PASS	approve	éprouver	EXPANSION
approves	éprouvée	0.650	PASS	approve	éprouver	EXPANSION
approves	éprouvées	0.650	PASS	approve	éprouver	EXPANSION
approves	éprouvés	0.650	PASS	approve	éprouver	EXPANSION
approves	éprouvons	0.654	PASS	approve	éprouver	EXPANSION
approves	éprouvaient	0.650	PASS	approve	éprouver	EXPANSION
approving	éprouvée	0.653	PASS	approve	éprouver	EXPANSION
approving	éprouvées	0.653	PASS	approve	éprouver	EXPANSION
approving	éprouvés	0.653	PASS	approve	éprouver	EXPANSION
approving	éprouvons	0.664	PASS	approve	éprouver	EXPANSION
approving	éprouvaient	0.661	PASS	approve	éprouver	EXPANSION
approve	éprouvante	0.654	PASS	approve	éprouvant	EXPANSION
approve	éprouvantes	0.654	PASS	approve	éprouvant	EXPANSION
approve	éprouvants	0.696	PASS	approve	éprouvant	EXPANSION
approved	éprouvante	0.661	PASS	approve	éprouvant	EXPANSION
approved	éprouvantes	0.661	PASS	approve	éprouvant	EXPANSION
approved	éprouvants	0.667	PASS	approve	éprouvant	EXPANSION
approves	éprouvante	0.644	PASS	approve	éprouvant	EXPANSION
approves	éprouvantes	0.644	PASS	approve	éprouvant	EXPANSION
approves	éprouvants	0.654	PASS	approve	éprouvant	EXPANSION
approving	éprouvante	0.618	PASS	approve	éprouvant	EXPANSION
approving	éprouvantes	0.618	PASS	approve	éprouvant	EXPANSION
approving	éprouvants	0.651	PASS	approve	éprouvant	EXPANSION
ar	are	0.652	PASS	ar	ares	EXPANSION
ashley	allie	0.655	PASS	ashley	allies	EXPANSION
aspect	affectez	0.557	PASS	aspect	affecte	EXPANSION
aspects	affectez	0.532	PASS	aspect	affecte	EXPANSION
aspect	affect	0.666	PASS	aspect	affects	EXPANSION
aspect	respectée	0.683	PASS	aspect	respecter	EXPANSION
aspect	respectés	0.683	PASS	aspect	respecter	EXPANSION
aspect	respectées	0.683	PASS	aspect	respecter	EXPANSION
aspect	respectons	0.683	PASS	aspect	respecter	EXPANSION
aspect	respectera	0.638	PASS	aspect	respecter	EXPANSION
aspects	respectée	0.652	PASS	aspect	respecter	EXPANSION
aspects	respectés	0.652	PASS	aspect	respecter	EXPANSION
aspects	respectées	0.652	PASS	aspect	respecter	EXPANSION
aspects	respectons	0.652	PASS	aspect	respecter	EXPANSION
aspects	respectera	0.612	PASS	aspect	respecter	EXPANSION
assess	cessée	0.616	PASS	assess	cessé	EXPANSION
assessed	cessée	0.577	PASS	assess	cessé	EXPANSION
assessing	cessée	0.577	PASS	assess	cessé	EXPANSION
assesses	cessée	0.562	PASS	assess	cessé	EXPANSION
assess	cessera	0.577	PASS	assess	cesser	EXPANSION
assess	cessons	0.616	PASS	assess	cesser	EXPANSION
assess	cesserai	0.577	PASS	assess	cesser	EXPANSION
assess	cesserait	0.577	PASS	assess	cesser	EXPANSION
assess	cessaient	0.638	PASS	assess	cesser	EXPANSION
assessed	cessera	0.537	PASS	assess	cesser	EXPANSION
assessed	cessons	0.582	PASS	assess	cesser	EXPANSION
assessed	cesserai	0.537	PASS	assess	cesser	EXPANSION
assessed	cesserait	0.537	PASS	assess	cesser	EXPANSION
assessed	cessaient	0.595	PASS	assess	cesser	EXPANSION
assessing	cessera	0.530	PASS	assess	cesser	EXPANSION
assessing	cessons	0.589	PASS	assess	cesser	EXPANSION
assessing	cesserai	0.547	PASS	assess	cesser	EXPANSION
assessing	cesserait	0.555	PASS	assess	cesser	EXPANSION
assessing	cessaient	0.602	PASS	assess	cesser	EXPANSION
assesses	cessera	0.547	PASS	assess	cesser	EXPANSION
assesses	cessons	0.577	PASS	assess	cesser	EXPANSION
assesses	cesserai	0.547	PASS	assess	cesser	EXPANSION
assesses	cesserait	0.547	PASS	assess	cesser	EXPANSION
assesses	cessaient	0.581	PASS	assess	cesser	EXPANSION
assess	cessantes	0.577	PASS	assess	cessant	EXPANSION
assess	cessante	0.577	PASS	assess	cessant	EXPANSION
assessed	cessantes	0.680	PASS	assess	cessant	EXPANSION
assessed	cessante	0.680	PASS	assess	cessant	EXPANSION
assessing	cessantes	0.545	PASS	assess	cessant	EXPANSION
assessing	cessante	0.545	PASS	assess	cessant	EXPANSION
assesses	cessantes	0.567	PASS	assess	cessant	EXPANSION
assesses	cessante	0.567	PASS	assess	cessant	EXPANSION
aug	oc	0.637	PASS	aug	ocs	EXPANSION
aware	verre	0.645	PASS	aware	verres	EXPANSION
babies	baby	0.642	PASS	babies	babys	EXPANSION
balks	boxers	0.630	PASS	balks	boxer	EXPANSION
balks	boxerai	0.588	PASS	balks	boxer	EXPANSION
balks	boxaient	0.630	PASS	balks	boxer	EXPANSION
balks	boxons	0.630	PASS	balks	boxer	EXPANSION
balks	boxés	0.630	PASS	balks	boxer	EXPANSION
balk	boxers	0.506	PASS	balks	boxer	EXPANSION
balk	boxerai	0.478	PASS	balks	boxer	EXPANSION
balk	boxaient	0.506	PASS	balks	boxer	EXPANSION
balk	boxons	0.506	PASS	balks	boxer	EXPANSION
balk	boxés	0.506	PASS	balks	boxer	EXPANSION
balked	boxers	0.515	PASS	balks	boxer	EXPANSION
balked	boxerai	0.485	PASS	balks	boxer	EXPANSION
balked	boxaient	0.515	PASS	balks	boxer	EXPANSION
balked	boxons	0.515	PASS	balks	boxer	EXPANSION
balked	boxés	0.515	PASS	balks	boxer	EXPANSION
balking	boxers	0.485	PASS	balks	boxer	EXPANSION
balking	boxerai	0.463	PASS	balks	boxer	EXPANSION
balking	boxaient	0.495	PASS	balks	boxer	EXPANSION
balking	boxons	0.498	PASS	balks	boxer	EXPANSION
balking	boxés	0.485	PASS	balks	boxer	EXPANSION
banker	banque	0.685	PASS	banker	banques	EXPANSION
barack	braqués	0.634	PASS	barack	braquer	EXPANSION
barack	braquée	0.634	PASS	barack	braquer	EXPANSION
barack	braquées	0.634	PASS	barack	braquer	EXPANSION
barack	braquaient	0.634	PASS	barack	braquer	EXPANSION
barack	braquai	0.634	PASS	barack	braquer	EXPANSION
based	peste	0.654	PASS	based	pestes	EXPANSION
batch	bâche	0.655	PASS	batch	bâches	EXPANSION
baud	bottés	0.655	PASS	baud	botté	EXPANSION
baud	bottée	0.655	PASS	baud	botté	EXPANSION
baud	bottées	0.655	PASS	baud	botté	EXPANSION
bauds	bottés	0.588	PASS	baud	botté	EXPANSION
bauds	bottée	0.588	PASS	baud	botté	EXPANSION
bauds	bottées	0.588	PASS	baud	botté	EXPANSION
baud	botterait	0.604	PASS	baud	botter	EXPANSION
baud	botteras	0.604	PASS	baud	botter	EXPANSION
baud	bottai	0.655	PASS	baud	botter	EXPANSION
bauds	botterait	0.568	PASS	baud	botter	EXPANSION
bauds	botteras	0.568	PASS	baud	botter	EXPANSION
bauds	bottai	0.588	PASS	baud	botter	EXPANSION
baud	bottas	0.655	PASS	baud	botta	EXPANSION
bauds	bottas	0.604	PASS	baud	botta	EXPANSION
bay	b	0.786	STRICT	bay	bs	EXPANSION
bay	bsa	0.528	PASS	bay	bs	EXPANSION
bays	bsa	0.503	PASS	bay	bs	EXPANSION
baying	bsa	0.490	PASS	bay	bs	EXPANSION
bayed	bsa	0.491	PASS	bay	bs	EXPANSION
bead	bittent	0.730	PASS	beads	bittent	EXPANSION
become	baume	0.634	PASS	become	baumes	EXPANSION
beefy	méfie	0.655	PASS	beefy	méfies	EXPANSION
begin	béguines	0.633	PASS	began	béguines	EXPANSION
begun	bonne	0.622	PASS	begun	bonnes	EXPANSION
behave	bave	0.655	PASS	behave	baves	EXPANSION
bellied	bolide	0.621	PASS	bellied	bolides	EXPANSION
best	bêtas	0.616	PASS	best	bêta	EXPANSION
better	bêtas	0.580	PASS	best	bêta	EXPANSION
bested	bêtas	0.577	PASS	best	bêta	EXPANSION
bests	bêtas	0.577	PASS	best	bêta	EXPANSION
besting	bêtas	0.557	PASS	best	bêta	EXPANSION
bettering	bête	0.542	PASS	better	bête	EXPANSION
bettering	bêtes	0.542	PASS	better	bête	EXPANSION
bettering	bêta	0.497	PASS	better	bête	EXPANSION
bettered	bête	0.655	PASS	better	bête	EXPANSION
bettered	bêtes	0.655	PASS	better	bête	EXPANSION
bettered	bêta	0.604	PASS	better	bête	EXPANSION
betters	bête	0.625	PASS	better	bête	EXPANSION
betters	bêtes	0.625	PASS	better	bête	EXPANSION
betters	bêta	0.580	PASS	better	bête	EXPANSION
best	pestaient	0.628	PASS	best	pester	EXPANSION
bested	pestaient	0.577	PASS	best	pester	EXPANSION
bests	pestaient	0.587	PASS	best	pester	EXPANSION
besting	pestaient	0.599	PASS	best	pester	EXPANSION
bet	embêtés	0.616	PASS	bet	embêter	EXPANSION
bet	embêtée	0.616	PASS	bet	embêter	EXPANSION
bet	embêterait	0.577	PASS	bet	embêter	EXPANSION
bet	embêterai	0.577	PASS	bet	embêter	EXPANSION
bet	embêtaient	0.616	PASS	bet	embêter	EXPANSION
betting	embêterait	0.478	PASS	bet	embêter	EXPANSION
betting	embêterai	0.470	PASS	bet	embêter	EXPANSION
bets	embêtés	0.577	PASS	bet	embêter	EXPANSION
bets	embêtée	0.577	PASS	bet	embêter	EXPANSION
bets	embêterait	0.537	PASS	bet	embêter	EXPANSION
bets	embêterai	0.537	PASS	bet	embêter	EXPANSION
bets	embêtaient	0.577	PASS	bet	embêter	EXPANSION
betted	embêtés	0.476	PASS	bet	embêter	EXPANSION
betted	embêtée	0.476	PASS	bet	embêter	EXPANSION
betted	embêtaient	0.476	PASS	bet	embêter	EXPANSION
bet	embêtante	0.668	PASS	bet	embêtant	EXPANSION
bet	embêtants	0.616	PASS	bet	embêtant	EXPANSION
bet	embêtantes	0.668	PASS	bet	embêtant	EXPANSION
bets	embêtante	0.577	PASS	bet	embêtant	EXPANSION
bets	embêtants	0.577	PASS	bet	embêtant	EXPANSION
bets	embêtantes	0.577	PASS	bet	embêtant	EXPANSION
betted	embêtants	0.476	PASS	bet	embêtant	EXPANSION
bet	embêtées	0.616	PASS	bet	embêté	EXPANSION
bets	embêtées	0.577	PASS	bet	embêté	EXPANSION
betted	embêtées	0.476	PASS	bet	embêté	EXPANSION
bevy	baiser	0.648	PASS	bevy	baise	EXPANSION
beyond	bonne	0.643	PASS	beyond	bonnes	EXPANSION
bitch	biche	0.657	PASS	bitch	biches	EXPANSION
bite	battante	0.693	PASS	bite	battant	EXPANSION
bite	battants	0.647	PASS	bite	battant	EXPANSION
bite	battantes	0.693	PASS	bite	battant	EXPANSION
bit	battante	0.568	PASS	bite	battant	EXPANSION
bit	battants	0.499	PASS	bite	battant	EXPANSION
bit	battantes	0.568	PASS	bite	battant	EXPANSION
bites	battante	0.602	PASS	bite	battant	EXPANSION
bites	battants	0.602	PASS	bite	battant	EXPANSION
bites	battantes	0.602	PASS	bite	battant	EXPANSION
biting	battante	0.515	PASS	bite	battant	EXPANSION
biting	battants	0.540	PASS	bite	battant	EXPANSION
biting	battantes	0.515	PASS	bite	battant	EXPANSION
bits	batte	0.499	PASS	bit	batte	EXPANSION
bits	battant	0.468	PASS	bit	batte	EXPANSION
bits	battait	0.468	PASS	bit	batte	EXPANSION
bits	battez	0.468	PASS	bit	batte	EXPANSION
bits	battes	0.499	PASS	bit	batte	EXPANSION
bizarre	barre	0.662	PASS	bizarre	barres	EXPANSION
blacks	blague	0.616	PASS	blacks	blagues	EXPANSION
black	blaguaient	0.616	PASS	black	blaguer	EXPANSION
blacks	blaguaient	0.577	PASS	black	blaguer	EXPANSION
blacked	blaguaient	0.577	PASS	black	blaguer	EXPANSION
blackest	blaguaient	0.557	PASS	black	blaguer	EXPANSION
blacker	blaguaient	0.616	PASS	black	blaguer	EXPANSION
blacking	blaguaient	0.589	PASS	black	blaguer	EXPANSION
blame	blâmée	0.602	PASS	blame	blâmé	EXPANSION
blame	blâmés	0.602	PASS	blame	blâmé	EXPANSION
blame	blâmées	0.602	PASS	blame	blâmé	EXPANSION
blamed	blâmée	0.560	PASS	blame	blâmé	EXPANSION
blamed	blâmés	0.560	PASS	blame	blâmé	EXPANSION
blamed	blâmées	0.560	PASS	blame	blâmé	EXPANSION
blaming	blâmée	0.570	PASS	blame	blâmé	EXPANSION
blaming	blâmés	0.570	PASS	blame	blâmé	EXPANSION
blaming	blâmées	0.570	PASS	blame	blâmé	EXPANSION
blames	blâmée	0.560	PASS	blame	blâmé	EXPANSION
blames	blâmés	0.560	PASS	blame	blâmé	EXPANSION
blames	blâmées	0.560	PASS	blame	blâmé	EXPANSION
blank	bloc	0.683	PASS	blank	blocs	EXPANSION
blip	bip	0.657	PASS	blip	bips	EXPANSION
bliss	blessés	0.628	PASS	bliss	blessé	EXPANSION
bliss	blessée	0.628	PASS	bliss	blessé	EXPANSION
bliss	blessées	0.628	PASS	bliss	blessé	EXPANSION
bliss	blessera	0.587	PASS	bliss	blesser	EXPANSION
bliss	blessantes	0.587	PASS	bliss	blessant	EXPANSION
bliss	blessante	0.587	PASS	bliss	blessant	EXPANSION
bliss	blessants	0.628	PASS	bliss	blessant	EXPANSION
blogs	blague	0.634	PASS	blogs	blagues	EXPANSION
board	bordée	0.630	PASS	board	bordé	EXPANSION
board	bordées	0.630	PASS	board	bordé	EXPANSION
board	bordés	0.630	PASS	board	bordé	EXPANSION
boards	bordée	0.579	PASS	board	bordé	EXPANSION
boards	bordées	0.579	PASS	board	bordé	EXPANSION
boards	bordés	0.579	PASS	board	bordé	EXPANSION
boarding	bordée	0.591	PASS	board	bordé	EXPANSION
boarding	bordées	0.591	PASS	board	bordé	EXPANSION
boarding	bordés	0.591	PASS	board	bordé	EXPANSION
boarded	bordée	0.579	PASS	board	bordé	EXPANSION
boarded	bordées	0.579	PASS	board	bordé	EXPANSION
boarded	bordés	0.579	PASS	board	bordé	EXPANSION
board	borders	0.630	PASS	board	border	EXPANSION
board	bordaient	0.630	PASS	board	border	EXPANSION
boards	borders	0.579	PASS	board	border	EXPANSION
boards	bordaient	0.579	PASS	board	border	EXPANSION
boarding	borders	0.591	PASS	board	border	EXPANSION
boarding	bordaient	0.601	PASS	board	border	EXPANSION
boarded	borders	0.579	PASS	board	border	EXPANSION
boarded	bordaient	0.579	PASS	board	border	EXPANSION
board	bordas	0.630	PASS	board	borda	EXPANSION
boards	bordas	0.588	PASS	board	borda	EXPANSION
boarding	bordas	0.571	PASS	board	borda	EXPANSION
boarded	bordas	0.588	PASS	board	borda	EXPANSION
borough	barreau	0.667	PASS	boroughs	barreau	EXPANSION
both	beauf	0.681	PASS	both	beaufs	EXPANSION
bottom	barème	0.649	PASS	bottom	barèmes	EXPANSION
bout	battante	0.693	PASS	bout	battant	EXPANSION
bout	battants	0.647	PASS	bout	battant	EXPANSION
bout	battantes	0.693	PASS	bout	battant	EXPANSION
bouts	battante	0.602	PASS	bout	battant	EXPANSION
bouts	battants	0.602	PASS	bout	battant	EXPANSION
bouts	battantes	0.602	PASS	bout	battant	EXPANSION
bow	beaux	0.786	STRICT	bows	beaux	EXPANSION
br	barre	0.662	PASS	br	barres	EXPANSION
bra	brasse	0.662	PASS	bra	brass	EXPANSION
bra	brasser	0.610	PASS	bra	brass	EXPANSION
bra	brassée	0.610	PASS	bra	brass	EXPANSION
bra	brassé	0.610	PASS	bra	brass	EXPANSION
bra	brasses	0.662	PASS	bra	brass	EXPANSION
bra	brassent	0.662	PASS	bra	brass	EXPANSION
bra	brassées	0.610	PASS	bra	brass	EXPANSION
bra	brassant	0.610	PASS	bra	brass	EXPANSION
bra	brassés	0.610	PASS	bra	brass	EXPANSION
bra	brassait	0.610	PASS	bra	brass	EXPANSION
bra	brassez	0.610	PASS	bra	brass	EXPANSION
bras	brasse	0.678	PASS	bra	brass	EXPANSION
bras	brasser	0.622	PASS	bra	brass	EXPANSION
bras	brassée	0.622	PASS	bra	brass	EXPANSION
bras	brassé	0.622	PASS	bra	brass	EXPANSION
bras	brasses	0.678	PASS	bra	brass	EXPANSION
bras	brassent	0.678	PASS	bra	brass	EXPANSION
bras	brassées	0.622	PASS	bra	brass	EXPANSION
bras	brassant	0.622	PASS	bra	brass	EXPANSION
bras	brassés	0.622	PASS	bra	brass	EXPANSION
bras	brassait	0.622	PASS	bra	brass	EXPANSION
bras	brassez	0.622	PASS	bra	brass	EXPANSION
bracket	braguette	0.685	PASS	bracket	braguettes	EXPANSION
breaks	breaks	0.694	PASS	breaks	break	EXPANSION
breaks	breaker	0.638	PASS	breaks	break	EXPANSION
break	breaker	0.642	PASS	breaks	break	EXPANSION
broken	breaker	0.495	PASS	breaks	break	EXPANSION
breaking	breaker	0.608	PASS	breaks	break	EXPANSION
breathings	brise	0.739	PASS	breathing	brise	EXPANSION
breathings	briser	0.620	PASS	breathing	brise	EXPANSION
breathings	brisé	0.620	PASS	breathing	brise	EXPANSION
breathings	brisent	0.739	PASS	breathing	brise	EXPANSION
breathings	brisant	0.628	PASS	breathing	brise	EXPANSION
breathings	brises	0.739	PASS	breathing	brise	EXPANSION
breathings	brisa	0.628	PASS	breathing	brise	EXPANSION
breathings	brisez	0.620	PASS	breathing	brise	EXPANSION
breathings	brisait	0.629	PASS	breathing	brise	EXPANSION
breathings	brisée	0.620	PASS	breathing	briser	EXPANSION
breathings	brisés	0.620	PASS	breathing	briser	EXPANSION
breathings	brisées	0.620	PASS	breathing	briser	EXPANSION
breathings	brisera	0.588	PASS	breathing	briser	EXPANSION
breathings	brisants	0.628	PASS	breathing	brisant	EXPANSION
breathings	brisante	0.609	PASS	breathing	brisant	EXPANSION
breathings	brisantes	0.609	PASS	breathing	brisant	EXPANSION
breathings	bri	0.651	PASS	breathing	bri	EXPANSION
breathings	brie	0.651	PASS	breathing	bri	EXPANSION
breathings	bris	0.651	PASS	breathing	bri	EXPANSION
breathings	briant	0.622	PASS	breathing	bri	EXPANSION
breathings	brix	0.642	PASS	breathing	bri	EXPANSION
breathings	bries	0.651	PASS	breathing	bri	EXPANSION
bred	raiders	0.616	PASS	bred	raider	EXPANSION
breedings	hybride	0.628	PASS	breeding	hybride	EXPANSION
breedings	hybrides	0.628	PASS	breeding	hybride	EXPANSION
bris	baisse	0.655	PASS	bris	baisses	EXPANSION
britain	bretonne	0.692	PASS	britain	bretonnes	EXPANSION
broader	brossés	0.695	PASS	broader	brosser	EXPANSION
broader	brossée	0.695	PASS	broader	brosser	EXPANSION
broader	brossées	0.695	PASS	broader	brosser	EXPANSION
broader	brossera	0.650	PASS	broader	brosser	EXPANSION
broader	brosseras	0.650	PASS	broader	brosser	EXPANSION
broad	brossés	0.695	PASS	broader	brosser	EXPANSION
broad	brossée	0.695	PASS	broader	brosser	EXPANSION
broad	brossées	0.695	PASS	broader	brosser	EXPANSION
broad	brossera	0.650	PASS	broader	brosser	EXPANSION
broad	brosseras	0.650	PASS	broader	brosser	EXPANSION
broadest	brossés	0.628	PASS	broader	brosser	EXPANSION
broadest	brossée	0.628	PASS	broader	brosser	EXPANSION
broadest	brossées	0.628	PASS	broader	brosser	EXPANSION
broadest	brossera	0.595	PASS	broader	brosser	EXPANSION
broadest	brosseras	0.595	PASS	broader	brosser	EXPANSION
broads	brossés	0.670	PASS	broader	brosser	EXPANSION
