en	fr	score	tier	gold_en	gold_fr	src_tier
swearing	serrée	0.599	PASS	swear	serré	EXPANSION
swearing	serrés	0.599	PASS	swear	serré	EXPANSION
swearing	serrées	0.599	PASS	swear	serré	EXPANSION
swears	serrée	0.589	PASS	swear	serré	EXPANSION
swears	serrés	0.589	PASS	swear	serré	EXPANSION
swears	serrées	0.589	PASS	swear	serré	EXPANSION
swear	serrai	0.643	PASS	swear	serrer	EXPANSION
sworn	serrai	0.463	PASS	swear	serrer	EXPANSION
swore	serrai	0.507	PASS	swear	serrer	EXPANSION
swearing	serrai	0.599	PASS	swear	serrer	EXPANSION
swears	serrai	0.589	PASS	swear	serrer	EXPANSION
swede	sud	0.678	PASS	swede	suds	EXPANSION
sylph	elfes	0.655	PASS	sylph	elfe	EXPANSION
ta	ta	0.652	PASS	ta	tas	EXPANSION
ta	taser	0.513	PASS	ta	tas	EXPANSION
ta	tass	0.563	PASS	ta	tas	EXPANSION
tackle	teckel	0.631	PASS	tackle	teckels	EXPANSION
tali	allie	0.662	PASS	tali	allies	EXPANSION
taste	té ost	0.798	STRICT	tastes	té ost	EXPANSION
te	dit	0.637	PASS	te	dits	EXPANSION
technician	technique	0.665	PASS	technician	techniques	EXPANSION
temporary	tain prairies	0.834	STRICT	temporaries	tain prairies	EXPANSION
ten	traînée	0.616	PASS	ten	traîner	EXPANSION
ten	traînées	0.616	PASS	ten	traîner	EXPANSION
ten	traînaient	0.616	PASS	ten	traîner	EXPANSION
ten	traînés	0.616	PASS	ten	traîner	EXPANSION
ten	traînera	0.577	PASS	ten	traîner	EXPANSION
ten	traînante	0.577	PASS	ten	traînant	EXPANSION
ten	traînantes	0.577	PASS	ten	traînant	EXPANSION
ten	traînants	0.616	PASS	ten	traînant	EXPANSION
terrain	traînée	0.615	PASS	terrain	traîner	EXPANSION
terrain	traînées	0.615	PASS	terrain	traîner	EXPANSION
terrain	traînaient	0.615	PASS	terrain	traîner	EXPANSION
terrain	traînés	0.615	PASS	terrain	traîner	EXPANSION
terrain	traînera	0.578	PASS	terrain	traîner	EXPANSION
terrains	traînée	0.571	PASS	terrain	traîner	EXPANSION
terrains	traînées	0.571	PASS	terrain	traîner	EXPANSION
terrains	traînaient	0.571	PASS	terrain	traîner	EXPANSION
terrains	traînés	0.571	PASS	terrain	traîner	EXPANSION
terrains	traînera	0.555	PASS	terrain	traîner	EXPANSION
terrain	traînante	0.578	PASS	terrain	traînant	EXPANSION
terrain	traînantes	0.578	PASS	terrain	traînant	EXPANSION
terrain	traînants	0.615	PASS	terrain	traînant	EXPANSION
terrains	traînante	0.572	PASS	terrain	traînant	EXPANSION
terrains	traînantes	0.572	PASS	terrain	traînant	EXPANSION
terrains	traînants	0.578	PASS	terrain	traînant	EXPANSION
tesla	tels	0.647	PASS	tesla	tel	EXPANSION
tesla	tele	0.515	PASS	tesla	tel	EXPANSION
teslas	tele	0.485	PASS	tesla	tel	EXPANSION
test	pestaient	0.701	PASS	test	pester	EXPANSION
tests	pestaient	0.655	PASS	test	pester	EXPANSION
testing	pestaient	0.661	PASS	test	pester	EXPANSION
tested	pestaient	0.643	PASS	test	pester	EXPANSION
testings	pestait	0.625	PASS	testing	pestait	EXPANSION
textbook	taxent book	0.601	PASS	textbooks	taxent book	EXPANSION
textile	tex tacle	0.863	STRICT	textiles	tex tacle	EXPANSION
thai	taxe	0.626	PASS	thai	tax	EXPANSION
thai	taxes	0.626	PASS	thai	tax	EXPANSION
thai	taxer	0.592	PASS	thai	tax	EXPANSION
thai	taxé	0.592	PASS	thai	tax	EXPANSION
thai	taxés	0.592	PASS	thai	tax	EXPANSION
thai	taxée	0.592	PASS	thai	tax	EXPANSION
thai	taxées	0.592	PASS	thai	tax	EXPANSION
thai	taxant	0.585	PASS	thai	tax	EXPANSION
thai	taxons	0.574	PASS	thai	tax	EXPANSION
thai	taxent	0.626	PASS	thai	tax	EXPANSION
thai	taxait	0.604	PASS	thai	tax	EXPANSION
thai	taxez	0.592	PASS	thai	tax	EXPANSION
thread	raiders	0.616	PASS	thread	raider	EXPANSION
threads	raiders	0.562	PASS	thread	raider	EXPANSION
threaded	raiders	0.562	PASS	thread	raider	EXPANSION
threading	raiders	0.577	PASS	thread	raider	EXPANSION
thrive	rave	0.647	PASS	thrive	raves	EXPANSION
ti	tasse	0.682	PASS	ti	tass	EXPANSION
ti	tasses	0.682	PASS	ti	tass	EXPANSION
ti	tasser	0.640	PASS	ti	tass	EXPANSION
ti	tassé	0.640	PASS	ti	tass	EXPANSION
ti	tassée	0.640	PASS	ti	tass	EXPANSION
ti	tassent	0.682	PASS	ti	tass	EXPANSION
ti	tassés	0.640	PASS	ti	tass	EXPANSION
ti	tassées	0.640	PASS	ti	tass	EXPANSION
ti	tassez	0.640	PASS	ti	tass	EXPANSION
ti	tassait	0.655	PASS	ti	tass	EXPANSION
ti	tassaient	0.655	PASS	ti	tass	EXPANSION
ticked	dicte	0.673	PASS	ticked	dictes	EXPANSION
ticks	xxe	0.473	PASS	ticks	xx	EXPANSION
ticks	xxx	0.565	PASS	ticks	xx	EXPANSION
tics	xxe	0.473	PASS	tics	xx	EXPANSION
tics	xxx	0.565	PASS	tics	xx	EXPANSION
tie	taxe	0.626	PASS	tie	tax	EXPANSION
tie	taxes	0.626	PASS	tie	tax	EXPANSION
tie	taxer	0.592	PASS	tie	tax	EXPANSION
tie	taxé	0.592	PASS	tie	tax	EXPANSION
tie	taxés	0.592	PASS	tie	tax	EXPANSION
tie	taxée	0.592	PASS	tie	tax	EXPANSION
tie	taxées	0.592	PASS	tie	tax	EXPANSION
tie	taxant	0.585	PASS	tie	tax	EXPANSION
tie	taxons	0.574	PASS	tie	tax	EXPANSION
tie	taxent	0.626	PASS	tie	tax	EXPANSION
tie	taxait	0.604	PASS	tie	tax	EXPANSION
tie	taxez	0.592	PASS	tie	tax	EXPANSION
tied	taxe	0.610	PASS	tie	tax	EXPANSION
tied	taxes	0.610	PASS	tie	tax	EXPANSION
tied	taxer	0.572	PASS	tie	tax	EXPANSION
tied	taxé	0.572	PASS	tie	tax	EXPANSION
tied	taxés	0.572	PASS	tie	tax	EXPANSION
tied	taxée	0.572	PASS	tie	tax	EXPANSION
tied	taxées	0.572	PASS	tie	tax	EXPANSION
tied	taxant	0.572	PASS	tie	tax	EXPANSION
tied	taxons	0.572	PASS	tie	tax	EXPANSION
tied	taxent	0.610	PASS	tie	tax	EXPANSION
tied	taxait	0.572	PASS	tie	tax	EXPANSION
tied	taxez	0.572	PASS	tie	tax	EXPANSION
ties	taxe	0.634	PASS	tie	tax	EXPANSION
ties	taxes	0.634	PASS	tie	tax	EXPANSION
ties	taxer	0.592	PASS	tie	tax	EXPANSION
ties	taxé	0.592	PASS	tie	tax	EXPANSION
ties	taxés	0.592	PASS	tie	tax	EXPANSION
ties	taxée	0.592	PASS	tie	tax	EXPANSION
ties	taxées	0.592	PASS	tie	tax	EXPANSION
ties	taxant	0.592	PASS	tie	tax	EXPANSION
ties	taxons	0.592	PASS	tie	tax	EXPANSION
ties	taxent	0.634	PASS	tie	tax	EXPANSION
ties	taxait	0.592	PASS	tie	tax	EXPANSION
ties	taxez	0.592	PASS	tie	tax	EXPANSION
tying	taxe	0.597	PASS	tie	tax	EXPANSION
tying	taxes	0.597	PASS	tie	tax	EXPANSION
tying	taxer	0.564	PASS	tie	tax	EXPANSION
tying	taxé	0.564	PASS	tie	tax	EXPANSION
tying	taxés	0.564	PASS	tie	tax	EXPANSION
tying	taxée	0.564	PASS	tie	tax	EXPANSION
tying	taxées	0.564	PASS	tie	tax	EXPANSION
tying	taxant	0.564	PASS	tie	tax	EXPANSION
tying	taxons	0.564	PASS	tie	tax	EXPANSION
tying	taxent	0.597	PASS	tie	tax	EXPANSION
tying	taxait	0.564	PASS	tie	tax	EXPANSION
tying	taxez	0.564	PASS	tie	tax	EXPANSION
tieing	taxe	0.597	PASS	tie	tax	EXPANSION
tieing	taxes	0.597	PASS	tie	tax	EXPANSION
tieing	taxer	0.564	PASS	tie	tax	EXPANSION
tieing	taxé	0.564	PASS	tie	tax	EXPANSION
tieing	taxés	0.564	PASS	tie	tax	EXPANSION
tieing	taxée	0.564	PASS	tie	tax	EXPANSION
tieing	taxées	0.564	PASS	tie	tax	EXPANSION
tieing	taxant	0.564	PASS	tie	tax	EXPANSION
tieing	taxons	0.564	PASS	tie	tax	EXPANSION
tieing	taxent	0.597	PASS	tie	tax	EXPANSION
tieing	taxait	0.564	PASS	tie	tax	EXPANSION
tieing	taxez	0.564	PASS	tie	tax	EXPANSION
tiered	tiède	0.631	PASS	tiered	tièdes	EXPANSION
tight	tente	0.692	PASS	tight	tentes	EXPANSION
tiny	tanner	0.667	PASS	tiny	tanne	EXPANSION
titty	triaient	0.646	PASS	titty	trier	EXPANSION
told	taule	0.647	PASS	told	taules	EXPANSION
torn	étonnant	0.486	PASS	torn	étonne	EXPANSION
torn	étonné	0.486	PASS	torn	étonne	EXPANSION
torn	étonner	0.486	PASS	torn	étonne	EXPANSION
torn	étonnes	0.616	PASS	torn	étonne	EXPANSION
torn	étonnent	0.616	PASS	torn	étonne	EXPANSION
torn	étonnez	0.486	PASS	torn	étonne	EXPANSION
torn	étonnait	0.486	PASS	torn	étonne	EXPANSION
torn	étonna	0.486	PASS	torn	étonne	EXPANSION
toward	lord	0.683	PASS	toward	lords	EXPANSION
track	traqués	0.628	PASS	track	traquer	EXPANSION
track	traquée	0.628	PASS	track	traquer	EXPANSION
track	traquées	0.628	PASS	track	traquer	EXPANSION
track	traquaient	0.628	PASS	track	traquer	EXPANSION
tracks	traqués	0.587	PASS	track	traquer	EXPANSION
tracks	traquée	0.587	PASS	track	traquer	EXPANSION
tracks	traquées	0.587	PASS	track	traquer	EXPANSION
tracks	traquaient	0.587	PASS	track	traquer	EXPANSION
tracking	traqués	0.589	PASS	track	traquer	EXPANSION
tracking	traquée	0.589	PASS	track	traquer	EXPANSION
tracking	traquées	0.589	PASS	track	traquer	EXPANSION
tracking	traquaient	0.599	PASS	track	traquer	EXPANSION
tracked	traqués	0.587	PASS	track	traquer	EXPANSION
tracked	traquée	0.587	PASS	track	traquer	EXPANSION
tracked	traquées	0.587	PASS	track	traquer	EXPANSION
tracked	traquaient	0.587	PASS	track	traquer	EXPANSION
tractive	tracts	0.667	PASS	tractive	tract	EXPANSION
tractive	tracter	0.644	PASS	tractive	tract	EXPANSION
tractive	tractée	0.644	PASS	tractive	tract	EXPANSION
tractive	tracté	0.644	PASS	tractive	tract	EXPANSION
tractive	tractés	0.644	PASS	tractive	tract	EXPANSION
tractive	tracte	0.667	PASS	tractive	tract	EXPANSION
trait	traités	0.615	PASS	trait	traité	EXPANSION
trait	traitée	0.615	PASS	trait	traité	EXPANSION
trait	traitées	0.615	PASS	trait	traité	EXPANSION
traits	traités	0.578	PASS	trait	traité	EXPANSION
traits	traitée	0.578	PASS	trait	traité	EXPANSION
traits	traitées	0.578	PASS	trait	traité	EXPANSION
trait	traitera	0.591	PASS	trait	traiter	EXPANSION
trait	traitons	0.615	PASS	trait	traiter	EXPANSION
traits	traitera	0.557	PASS	trait	traiter	EXPANSION
traits	traitons	0.578	PASS	trait	traiter	EXPANSION
trait	traitants	0.615	PASS	trait	traitant	EXPANSION
traits	traitants	0.578	PASS	trait	traitant	EXPANSION
transmit	transmis	0.646	PASS	transmitting	transmis	EXPANSION
transportation	transporter	0.651	PASS	transportation	transporte	EXPANSION
transportation	transportes	0.602	PASS	transportation	transporte	EXPANSION
transportations	transportes	0.586	PASS	transportation	transporte	EXPANSION
travellers	traversera	0.580	PASS	travellers	traverser	EXPANSION
traveller	traversera	0.510	PASS	travellers	traverser	EXPANSION
travellers	traversez	0.606	PASS	travellers	traverse	EXPANSION
traveller	traversez	0.528	PASS	travellers	traverse	EXPANSION
treed	traités	0.604	PASS	treed	traité	EXPANSION
treed	traitée	0.604	PASS	treed	traité	EXPANSION
treed	traitées	0.604	PASS	treed	traité	EXPANSION
tree	traités	0.604	PASS	treed	traité	EXPANSION
tree	traitée	0.604	PASS	treed	traité	EXPANSION
tree	traitées	0.604	PASS	treed	traité	EXPANSION
trees	traités	0.580	PASS	treed	traité	EXPANSION
trees	traitée	0.580	PASS	treed	traité	EXPANSION
trees	traitées	0.580	PASS	treed	traité	EXPANSION
treeing	traités	0.557	PASS	treed	traité	EXPANSION
treeing	traitée	0.557	PASS	treed	traité	EXPANSION
treeing	traitées	0.557	PASS	treed	traité	EXPANSION
treed	traite	0.655	PASS	treed	traiter	EXPANSION
treed	traitera	0.582	PASS	treed	traiter	EXPANSION
treed	traitons	0.604	PASS	treed	traiter	EXPANSION
tree	traitera	0.575	PASS	treed	traiter	EXPANSION
tree	traitons	0.592	PASS	treed	traiter	EXPANSION
trees	traitera	0.562	PASS	treed	traiter	EXPANSION
trees	traitons	0.580	PASS	treed	traiter	EXPANSION
treeing	traitera	0.526	PASS	treed	traiter	EXPANSION
treeing	traitons	0.570	PASS	treed	traiter	EXPANSION
treed	traitants	0.604	PASS	treed	traitant	EXPANSION
tree	traitants	0.592	PASS	treed	traitant	EXPANSION
trees	traitants	0.580	PASS	treed	traitant	EXPANSION
treeing	traitants	0.555	PASS	treed	traitant	EXPANSION
treen	traînée	0.616	PASS	treen	traîner	EXPANSION
treen	traînées	0.616	PASS	treen	traîner	EXPANSION
treen	traînaient	0.616	PASS	treen	traîner	EXPANSION
treen	traînés	0.616	PASS	treen	traîner	EXPANSION
treen	traînera	0.577	PASS	treen	traîner	EXPANSION
treen	traînante	0.577	PASS	treen	traînant	EXPANSION
treen	traînantes	0.577	PASS	treen	traînant	EXPANSION
treen	traînants	0.616	PASS	treen	traînant	EXPANSION
tricks	rixe	0.630	PASS	tricks	rixes	EXPANSION
tricky	tri qui	0.823	STRICT	trickier	tri qui	EXPANSION
trusting	trust	0.611	PASS	trust	trusts	EXPANSION
un	âne	0.637	PASS	un	ânes	EXPANSION
unacceptable	acceptable	0.660	PASS	unacceptable	acceptables	EXPANSION
unfortunate	un fort chenet	0.640	PASS	unfortunates	un fort chenet	EXPANSION
us	as	0.637	PASS	us	ass	EXPANSION
us	asse	0.637	PASS	us	ass	EXPANSION
us	asses	0.637	PASS	us	ass	EXPANSION
utter	are	0.637	PASS	utter	ares	EXPANSION
va	vas	0.652	PASS	va	va	EXPANSION
va	vae	0.592	PASS	va	va	EXPANSION
vegas	vexe	0.627	PASS	vegas	vexes	EXPANSION
venture	veinées	0.668	PASS	venture	veiné	EXPANSION
venture	veinée	0.668	PASS	venture	veiné	EXPANSION
venture	veinés	0.668	PASS	venture	veiné	EXPANSION
ventures	veinées	0.616	PASS	venture	veiné	EXPANSION
ventures	veinée	0.616	PASS	venture	veiné	EXPANSION
ventures	veinés	0.616	PASS	venture	veiné	EXPANSION
ventured	veinées	0.616	PASS	venture	veiné	EXPANSION
ventured	veinée	0.616	PASS	venture	veiné	EXPANSION
ventured	veinés	0.616	PASS	venture	veiné	EXPANSION
venturing	veinées	0.594	PASS	venture	veiné	EXPANSION
venturing	veinée	0.594	PASS	venture	veiné	EXPANSION
venturing	veinés	0.594	PASS	venture	veiné	EXPANSION
verbal	vol	0.628	PASS	verbal	vols	EXPANSION
verbal	volez	0.486	PASS	verbal	vole	EXPANSION
verbal	vola	0.486	PASS	verbal	vole	EXPANSION
verbals	vola	0.463	PASS	verbal	vole	EXPANSION
vet	vais	0.716	PASS	vets	vais	EXPANSION
vienna	veine	0.685	PASS	vienna	veines	EXPANSION
vienna	veinées	0.646	PASS	vienna	veiné	EXPANSION
vienna	veinée	0.646	PASS	vienna	veiné	EXPANSION
vienna	veinés	0.646	PASS	vienna	veiné	EXPANSION
viewers	vise	0.659	PASS	viewers	vises	EXPANSION
views	vise	0.659	PASS	views	vises	EXPANSION
vince	vice	0.657	PASS	vince	vices	EXPANSION
vine	vannée	0.647	PASS	vine	vanner	EXPANSION
vine	vannés	0.647	PASS	vine	vanner	EXPANSION
vines	vannée	0.592	PASS	vine	vanner	EXPANSION
vines	vannés	0.592	PASS	vine	vanner	EXPANSION
vining	vannée	0.602	PASS	vine	vanner	EXPANSION
vining	vannés	0.602	PASS	vine	vanner	EXPANSION
vined	vannée	0.592	PASS	vine	vanner	EXPANSION
vined	vannés	0.592	PASS	vine	vanner	EXPANSION
visit	vite	0.636	PASS	visit	vites	EXPANSION
visitor	verre	0.634	PASS	visitor	verres	EXPANSION
vista	veste	0.667	PASS	vistas	veste	EXPANSION
voices	vol	0.610	PASS	voices	vols	EXPANSION
voices	volez	0.473	PASS	voices	vole	EXPANSION
voices	vola	0.473	PASS	voices	vole	EXPANSION
voice	volez	0.488	PASS	voices	vole	EXPANSION
voice	vola	0.488	PASS	voices	vole	EXPANSION
voiced	volez	0.463	PASS	voices	vole	EXPANSION
voiced	vola	0.463	PASS	voices	vole	EXPANSION
voicing	volez	0.470	PASS	voices	vole	EXPANSION
voicing	vola	0.451	PASS	voices	vole	EXPANSION
vs	vises	0.655	PASS	vs	vise	EXPANSION
vs	visez	0.606	PASS	vs	vise	EXPANSION
vs	vie	0.645	PASS	vs	vi	EXPANSION
vs	vient	0.519	PASS	vs	vi	EXPANSION
vs	vis	0.645	PASS	vs	vi	EXPANSION
vs	via	0.489	PASS	vs	vi	EXPANSION
vs	vies	0.645	PASS	vs	vi	EXPANSION
vs	vier	0.521	PASS	vs	vi	EXPANSION
vs	vix	0.716	PASS	vs	vi	EXPANSION
vs	vias	0.489	PASS	vs	vi	EXPANSION
vs	vié	0.521	PASS	vs	vi	EXPANSION
vs	visaient	0.616	PASS	vs	viser	EXPANSION
vs	visons	0.604	PASS	vs	viser	EXPANSION
walked	actes	0.659	PASS	walked	acte	EXPANSION
walked	acta	0.507	PASS	walked	acte	EXPANSION
walked	acté	0.507	PASS	walked	acte	EXPANSION
walked	acter	0.507	PASS	walked	acte	EXPANSION
walked	actant	0.507	PASS	walked	acte	EXPANSION
weaken	icône	0.643	PASS	weaken	icônes	EXPANSION
weird	oui ode	0.606	PASS	weirder	oui ode	EXPANSION
western	ouest haines	0.850	STRICT	westerns	ouest haines	EXPANSION
whoever	rêve	0.625	PASS	whoever	rêves	EXPANSION
worked	actes	0.674	PASS	worked	acte	EXPANSION
worked	acta	0.519	PASS	worked	acte	EXPANSION
worked	acté	0.519	PASS	worked	acte	EXPANSION
worked	acter	0.519	PASS	worked	acte	EXPANSION
worked	actant	0.519	PASS	worked	acte	EXPANSION
wow	ouah	0.786	STRICT	wowed	ouah	EXPANSION
wrong	rogne	0.730	PASS	wrongs	rogne	EXPANSION
yankees	acquise	0.693	PASS	yankees	acquises	EXPANSION
yes	s	0.761	STRICT	yes	ss	EXPANSION
yes	sse	0.572	PASS	yes	ss	EXPANSION
yes	sss	0.615	PASS	yes	ss	EXPANSION
yeses	sss	0.505	PASS	yes	ss	EXPANSION
zest	testons	0.604	PASS	zest	tester	EXPANSION
zest	testerai	0.567	PASS	zest	tester	EXPANSION
becks	boxers	0.604	PASS	becks	boxer	EXPANSION
becks	boxerai	0.567	PASS	becks	boxer	EXPANSION
becks	boxon	0.604	PASS	becks	boxons	EXPANSION
brakes	breaks	0.694	PASS	brakes	break	EXPANSION
brakes	breaker	0.638	PASS	brakes	break	EXPANSION
brake	breaker	0.642	PASS	brakes	break	EXPANSION
braking	breaker	0.608	PASS	brakes	break	EXPANSION
braked	breaker	0.638	PASS	brakes	break	EXPANSION
codings	causes	0.673	PASS	coding	causes	EXPANSION
codings	cause	0.673	PASS	coding	causes	EXPANSION
codings	causé	0.551	PASS	coding	cause	EXPANSION
codings	causer	0.551	PASS	coding	cause	EXPANSION
codings	causant	0.560	PASS	coding	cause	EXPANSION
codings	causent	0.673	PASS	coding	cause	EXPANSION
codings	causa	0.560	PASS	coding	cause	EXPANSION
codings	causait	0.560	PASS	coding	cause	EXPANSION
codings	causez	0.551	PASS	coding	cause	EXPANSION
mice	massés	0.647	PASS	mice	massé	EXPANSION
mice	massée	0.647	PASS	mice	massé	EXPANSION
mice	massées	0.647	PASS	mice	massé	EXPANSION
mouse	massés	0.647	PASS	mice	massé	EXPANSION
mouse	massée	0.647	PASS	mice	massé	EXPANSION
mouse	massées	0.647	PASS	mice	massé	EXPANSION
mice	massera	0.602	PASS	mice	masser	EXPANSION
mouse	massera	0.602	PASS	mice	masser	EXPANSION
pairings	pierre	0.587	PASS	pairing	pierre	EXPANSION
pairings	pierres	0.587	PASS	pairing	pierre	EXPANSION
pecks	boxe	0.655	PASS	pecks	boxes	EXPANSION
praying	prenne	0.630	PASS	praying	prennes	EXPANSION
quarters	corse	0.609	PASS	quarters	corses	EXPANSION
receive	rivers	0.577	PASS	receive	river	EXPANSION
receive	rivera	0.577	PASS	receive	river	EXPANSION
receive	rivés	0.616	PASS	receive	river	EXPANSION
receive	rivée	0.616	PASS	receive	river	EXPANSION
receive	rivées	0.616	PASS	receive	river	EXPANSION
receive	rivaient	0.616	PASS	receive	river	EXPANSION
received	rivers	0.547	PASS	receive	river	EXPANSION
received	rivera	0.547	PASS	receive	river	EXPANSION
received	rivés	0.562	PASS	receive	river	EXPANSION
received	rivée	0.562	PASS	receive	river	EXPANSION
received	rivées	0.562	PASS	receive	river	EXPANSION
received	rivaient	0.562	PASS	receive	river	EXPANSION
receiving	rivers	0.555	PASS	receive	river	EXPANSION
receiving	rivera	0.530	PASS	receive	river	EXPANSION
receiving	rivés	0.577	PASS	receive	river	EXPANSION
receiving	rivée	0.577	PASS	receive	river	EXPANSION
receiving	rivées	0.577	PASS	receive	river	EXPANSION
receiving	rivaient	0.587	PASS	receive	river	EXPANSION
receives	rivers	0.547	PASS	receive	river	EXPANSION
receives	rivera	0.547	PASS	receive	river	EXPANSION
receives	rivés	0.562	PASS	receive	river	EXPANSION
receives	rivée	0.562	PASS	receive	river	EXPANSION
receives	rivées	0.562	PASS	receive	river	EXPANSION
receives	rivaient	0.562	PASS	receive	river	EXPANSION
receive	rivas	0.616	PASS	receive	riva	EXPANSION
received	rivas	0.577	PASS	receive	riva	EXPANSION
receiving	rivas	0.557	PASS	receive	riva	EXPANSION
receives	rivas	0.577	PASS	receive	riva	EXPANSION
school	coulée	0.616	PASS	school	couler	EXPANSION
school	coulées	0.616	PASS	school	couler	EXPANSION
school	coulés	0.616	PASS	school	couler	EXPANSION
school	coulera	0.577	PASS	school	couler	EXPANSION
school	coulaient	0.616	PASS	school	couler	EXPANSION
schools	coulée	0.562	PASS	school	couler	EXPANSION
schools	coulées	0.562	PASS	school	couler	EXPANSION
schools	coulés	0.562	PASS	school	couler	EXPANSION
schools	coulera	0.547	PASS	school	couler	EXPANSION
schools	coulaient	0.562	PASS	school	couler	EXPANSION
schooling	coulée	0.577	PASS	school	couler	EXPANSION
schooling	coulées	0.577	PASS	school	couler	EXPANSION
schooling	coulés	0.577	PASS	school	couler	EXPANSION
schooling	coulera	0.530	PASS	school	couler	EXPANSION
schooling	coulaient	0.587	PASS	school	couler	EXPANSION
schooled	coulée	0.562	PASS	school	couler	EXPANSION
schooled	coulées	0.562	PASS	school	couler	EXPANSION
schooled	coulés	0.562	PASS	school	couler	EXPANSION
schooled	coulera	0.547	PASS	school	couler	EXPANSION
schooled	coulaient	0.562	PASS	school	couler	EXPANSION
school	coulante	0.577	PASS	school	coulant	EXPANSION
school	coulants	0.616	PASS	school	coulant	EXPANSION
schools	coulante	0.567	PASS	school	coulant	EXPANSION
schools	coulants	0.577	PASS	school	coulant	EXPANSION
schooling	coulante	0.545	PASS	school	coulant	EXPANSION
schooling	coulants	0.575	PASS	school	coulant	EXPANSION
schooled	coulante	0.587	PASS	school	coulant	EXPANSION
schooled	coulants	0.592	PASS	school	coulant	EXPANSION
lou	loupais	0.645	PASS	lou	loupai	EXPANSION
luke	loupais	0.610	PASS	luke	loupai	EXPANSION
luther	loupais	0.603	PASS	luther	loupai	EXPANSION
teeter	tiras	0.781	STRICT	teeter	tira	EXPANSION
teetering	tiras	0.640	PASS	teeter	tira	EXPANSION
teeters	tiras	0.716	PASS	teeter	tira	EXPANSION
teetered	tiras	0.716	PASS	teeter	tira	EXPANSION
accept	accepteras	0.688	PASS	accept	acceptera	EXPANSION
accepted	accepteras	0.662	PASS	accept	acceptera	EXPANSION
accepting	accepteras	0.641	PASS	accept	acceptera	EXPANSION
accepts	accepteras	0.655	PASS	accept	acceptera	EXPANSION
born	borneraient	0.735	PASS	born	bornerai	EXPANSION
bear	borneraient	0.463	PASS	born	bornerai	EXPANSION
bears	borneraient	0.453	PASS	born	bornerai	EXPANSION
bearing	borneraient	0.476	PASS	born	bornerai	EXPANSION
bore	borneraient	0.473	PASS	born	bornerai	EXPANSION
borne	borneraient	0.574	PASS	born	bornerai	EXPANSION
boss	bosserais	0.716	PASS	boss	bosserai	EXPANSION
bosses	bosserais	0.671	PASS	boss	bosserai	EXPANSION
bossing	bosserais	0.670	PASS	boss	bosserai	EXPANSION
bossed	bosserais	0.659	PASS	boss	bosserai	EXPANSION
boss	bosseras	0.716	PASS	boss	bossera	EXPANSION
bosses	bosseras	0.671	PASS	boss	bossera	EXPANSION
bossing	bosseras	0.640	PASS	boss	bossera	EXPANSION
bossed	bosseras	0.659	PASS	boss	bossera	EXPANSION
breeze	briseras	0.763	STRICT	breeze	brisera	EXPANSION
breezes	briseras	0.723	PASS	breeze	brisera	EXPANSION
breezed	briseras	0.723	PASS	breeze	brisera	EXPANSION
breezing	briseras	0.692	PASS	breeze	brisera	EXPANSION
chord	cordon	0.822	STRICT	chord	cordons	EXPANSION
chords	cordon	0.763	STRICT	chord	cordons	EXPANSION
cordage	cordée	0.709	PASS	cordage	cordé	EXPANSION
cordage	cordées	0.709	PASS	cordage	cordé	EXPANSION
cordage	cordés	0.709	PASS	cordage	cordé	EXPANSION
cordage	cordons	0.713	PASS	cordage	corder	EXPANSION
cordes	cordée	0.756	STRICT	cordes	cordé	EXPANSION
cordes	cordées	0.756	STRICT	cordes	cordé	EXPANSION
cordes	cordés	0.756	STRICT	cordes	cordé	EXPANSION
cordes	cordons	0.763	STRICT	cordes	corder	EXPANSION
cornes	cornée	0.756	STRICT	cornes	corner	EXPANSION
cornes	corners	0.756	STRICT	cornes	corner	EXPANSION
cornes	cornées	0.756	STRICT	cornes	corner	EXPANSION
cornes	cornés	0.756	STRICT	cornes	corner	EXPANSION
cornes	cornaient	0.756	STRICT	cornes	corner	EXPANSION
cornes	cornas	0.763	STRICT	cornes	corna	EXPANSION
cornes	coree	0.494	PASS	cornes	core	EXPANSION
corts	cortex	0.797	STRICT	corts	corte	EXPANSION
corts	cortese	0.783	STRICT	corts	cortes	EXPANSION
costes	costas	0.763	STRICT	costes	costa	EXPANSION
cro	crosse	0.636	PASS	cro	cross	EXPANSION
cro	crosses	0.636	PASS	cro	cross	EXPANSION
cros	crosse	0.654	PASS	cros	cross	EXPANSION
cros	crosses	0.654	PASS	cros	cross	EXPANSION
estes	esters	0.716	PASS	estes	ester	EXPANSION
estes	estée	0.716	PASS	estes	ester	EXPANSION
estes	estas	0.716	PASS	estes	esta	EXPANSION
exist	existeras	0.691	PASS	exist	existera	EXPANSION
existing	existeras	0.644	PASS	exist	existera	EXPANSION
exists	existeras	0.658	PASS	exist	existera	EXPANSION
existed	existeras	0.666	PASS	exist	existera	EXPANSION
ferre	ferrais	0.781	STRICT	ferre	ferrai	EXPANSION
fors	forex	0.495	PASS	fors	fore	EXPANSION
garni	garnison	0.650	PASS	garni	garnisons	EXPANSION
gro	grosse	0.748	PASS	gro	gross	EXPANSION
gro	grosses	0.748	PASS	gro	gross	EXPANSION
gro	grosser	0.689	PASS	gro	gross	EXPANSION
lestes	lestée	0.763	STRICT	lestes	lester	EXPANSION
lestes	lestés	0.763	STRICT	lestes	lester	EXPANSION
